Carpeta,Bloque,Clave,Inglés (original),Español (borrador IA),Español (revisado),Estado,Comentarios
componentes/education,education,seo.feed.title,Education Feed,Feed de Educación,,Pendiente,
componentes/education,education,seo.pageTitle,Education,Educación - FXStreet,,Pendiente,
componentes/education,education,seo.title,Education,Educación - FXStreet,,Pendiente,
componentes/error-500,error-500,backToHome,Back to home,Volver al inicio,,Pendiente,
componentes/error-500,error-500,internalError,We're working to fix it as fast as possible.,Estamos trabajando para solucionarlo lo más rápido posible.,,Pendiente,
componentes/error-500,error-500,reportBug,Report a bug,Reportar un bug,,Pendiente,
componentes/error-500,error-500,title,Oops! Internal Server Error,¡Vaya! Error interno del servidor,,Pendiente,
componentes/error-500,error-500,unexpected,Looks like someone unplugged something they shouldn't have.,Parece que alguien desconectó algo que no debía.,,Pendiente,
componentes/footer,footer,appDownload.ariaLabelAndroid,Download FXStreet app on Google Play,Descargar la app de FXStreet en Google Play,,Pendiente,
componentes/footer,footer,appDownload.ariaLabelIOS,Download FXStreet app on App Store,Descargar la app de FXStreet en App Store,,Pendiente,
componentes/footer,footer,columns[0].links[0].href,/info/about-us,/info/about-us,,Pendiente,
componentes/footer,footer,columns[0].links[0].label,About Us,Sobre Nosotros,,Pendiente,
componentes/footer,footer,columns[0].links[1].href,/info/editorial-guidelines,/info/editorial-guidelines,,Pendiente,
componentes/footer,footer,columns[0].links[1].label,Editorial Guidelines,Pautas Editoriales,,Pendiente,
componentes/footer,footer,columns[0].links[2].href,/info/how-we-score-reviews,/info/how-we-score-reviews,,Pendiente,
componentes/footer,footer,columns[0].links[2].label,Score Reviews,Puntuación de reviews,,Pendiente,
componentes/footer,footer,columns[0].links[3].href,/info/ethical-code,/info/ethical-code,,Pendiente,
componentes/footer,footer,columns[0].links[3].label,Ethical Code,Código Ético,,Pendiente,
componentes/footer,footer,columns[0].links[4].href,/info/corporate-identity,/info/corporate-identity,,Pendiente,
componentes/footer,footer,columns[0].links[4].label,Corporate Identity,Identidad Corporativa,,Pendiente,
componentes/footer,footer,columns[0].links[5].href,/transparency-translations,/transparency-translations,,Pendiente,
componentes/footer,footer,columns[0].links[5].label,Transparency Translations,Traducciones Transparentes,,Pendiente,
componentes/footer,footer,columns[0].links[6].href,https://about.fxstreet.com/blog/,https://about.fxstreet.com/blog/,,Pendiente,
componentes/footer,footer,columns[0].links[6].label,FXStreet Blog,FXStreet Blog,,Pendiente,
componentes/footer,footer,columns[0].links[7].href,/info/how-fxstreet-uses-ai,/info/how-fxstreet-uses-ai,,Pendiente,
componentes/footer,footer,columns[0].links[7].label,AI Usage,Uso de IA,,Pendiente,
componentes/footer,footer,columns[0].title,Company,Empresa,,Pendiente,
componentes/footer,footer,columns[1].links[0].external,true,,,Pendiente,
componentes/footer,footer,columns[1].links[0].href,https://propinder.com/,/subscriptions,,Pendiente,
componentes/footer,footer,columns[1].links[0].label,Propinder,Newsletter,,Pendiente,
componentes/footer,footer,columns[1].links[1].href,/subscriptions,/rss,,Pendiente,
componentes/footer,footer,columns[1].links[1].label,Newsletter,Feeds RSS,,Pendiente,
componentes/footer,footer,columns[1].links[2].href,/rss,/sitemap-all.xml,,Pendiente,
componentes/footer,footer,columns[1].links[2].label,RSS Feeds,Mapa del Sitio,,Pendiente,
componentes/footer,footer,columns[1].links[3].href,/sitemap-all.xml,http://docs.fxstreet.com/,,Pendiente,
componentes/footer,footer,columns[1].links[3].label,Sitemap,Documentación API,,Pendiente,
componentes/footer,footer,columns[1].links[4].href,http://docs.fxstreet.com/,,,Pendiente,
componentes/footer,footer,columns[1].links[4].label,API Documentation,,,Pendiente,
componentes/footer,footer,columns[1].title,Solutions,Soluciones,,Pendiente,
componentes/footer,footer,columns[2].links[0].href,/info/terms-conditions,/info/terms-conditions,,Pendiente,
componentes/footer,footer,columns[2].links[0].label,Terms & Conditions,Términos y Condiciones,,Pendiente,
componentes/footer,footer,columns[2].links[1].href,/info/privacy-policy,/info/privacy-policy,,Pendiente,
componentes/footer,footer,columns[2].links[1].label,Privacy Policy,Política de Privacidad,,Pendiente,
componentes/footer,footer,columns[2].links[2].href,/info/cookie-policy,/info/cookie-policy,,Pendiente,
componentes/footer,footer,columns[2].links[2].label,Cookie Policy,Política de Cookies,,Pendiente,
componentes/footer,footer,columns[2].links[3].href,/info/prevention,/info/prevention,,Pendiente,
componentes/footer,footer,columns[2].links[3].label,Consumer Advice,Asesoramiento al Consumidor,,Pendiente,
componentes/footer,footer,columns[2].title,Legal,Legal,,Pendiente,
componentes/footer,footer,columns[3].links[0].href,/info/advertising-and-sponsorship/,/info/advertising-and-sponsorship/,,Pendiente,
componentes/footer,footer,columns[3].links[0].label,Advertising,Publicidad,,Pendiente,
componentes/footer,footer,columns[3].links[1].href,/info/advertising-model,/info/advertising-model,,Pendiente,
componentes/footer,footer,columns[3].links[1].label,Advertising Model,Modelo de publicidad,,Pendiente,
componentes/footer,footer,columns[3].links[2].href,/info/contact-us,/info/contact-us,,Pendiente,
componentes/footer,footer,columns[3].links[2].label,Submit Request,Enviar Solicitud,,Pendiente,
componentes/footer,footer,columns[3].title,Contact Us,Contacto,,Pendiente,
componentes/footer,footer,copyright,©{year} FXStreet All Rights Reserved,©{year} FXStreet Todos los Derechos Reservados,,Pendiente,
componentes/footer,footer,disclaimer.paragraphs[0],"Information on these pages contains forward-looking statements that involve risks and uncertainties. Markets and instruments profiled on this page are for informational purposes only and should not in any way come across as a recommendation to buy or sell in these assets. You should do your own thorough research before making any investment decisions. FXStreet does not in any way guarantee that this information is free from mistakes, errors, or material misstatements. It also does not guarantee that this information is of a timely nature. Investing in Open Markets involves a great deal of risk, including the loss of all or a portion of your investment, as well as emotional distress. All risks, losses and costs associated with investing, including total loss of principal, are your responsibility. The views and opinions expressed in this article are those of the authors and do not necessarily reflect the official policy or position of FXStreet nor its advertisers. The author will not be held responsible for information that is found at the end of links posted on this page.","La información en estas páginas contiene declaraciones prospectivas que implican riesgos e incertidumbres. Los mercados e instrumentos presentados en esta página son únicamente con fines informativos y no deben interpretarse de ninguna manera como una recomendación de compra o venta de estos activos. Debe realizar su propia investigación exhaustiva antes de tomar decisiones de inversión. FXStreet no garantiza de ninguna manera que esta información esté libre de errores, equivocaciones o declaraciones materiales incorrectas. Tampoco garantiza que esta información sea oportuna. Invertir en Mercados Abiertos conlleva un gran riesgo, incluida la pérdida total o parcial de su inversión, así como angustia emocional. Todos los riesgos, pérdidas y costos asociados con la inversión, incluida la pérdida total del principal, son su responsabilidad. Las opiniones y puntos de vista expresados en este artículo son los de los autores y no reflejan necesariamente la política o posición oficial de FXStreet ni de sus anunciantes. El autor no será responsable de la información que se encuentre al final de los enlaces publicados en esta página.",,Pendiente,
componentes/footer,footer,disclaimer.paragraphs[1],"If not otherwise explicitly mentioned in the body of the article, at the time of writing, the author has no position in any stock mentioned in this article and no business relationship with any company mentioned. The author has not received compensation for writing this article, other than from FXStreet.","Si no se menciona explícitamente lo contrario en el cuerpo del artículo, al momento de escribir, el autor no tiene ninguna posición en ninguna acción mencionada en este artículo y no tiene relación comercial con ninguna empresa mencionada. El autor no ha recibido compensación por escribir este artículo, excepto por parte de FXStreet.",,Pendiente,
componentes/footer,footer,disclaimer.paragraphs[2],"FXStreet and the author do not provide personalized recommendations. The author makes no representations as to the accuracy, completeness, or suitability of this information. FXStreet and the author will not be liable for any errors, omissions or any losses, injuries or damages arising from this information and its display or use. Errors and omissions excepted.","FXStreet y el autor no proporcionan recomendaciones personalizadas. El autor no hace representaciones sobre la precisión, integridad o idoneidad de esta información. FXStreet y el autor no serán responsables por errores, omisiones o cualquier pérdida, lesión o daño que surja de esta información y su visualización o uso. Errores y omisiones exceptuados.",,Pendiente,
componentes/footer,footer,disclaimer.paragraphs[3],The author and FXStreet are not registered investment advisors and nothing in this article is intended to be investment advice.,El autor y FXStreet no son asesores de inversión registrados y nada en este artículo está destinado a ser asesoramiento de inversión.,,Pendiente,
componentes/footer,footer,googlePreferredSourceAriaLabel,Add FXStreet as preferred source on Google,Añadir FXStreet como fuente preferida en Google,,Pendiente,
componentes/greyboxes,greyboxes,brokerReviews.buttonText,Access now,Acceder ahora,,Pendiente,
componentes/greyboxes,greyboxes,brokerReviews.href,/brokers/reviews?utm_medium=display&utm_source=content&utm_campaign=broker-review&utm_term=FXS-92,/brokers/reviews?utm_medium=display&utm_source=content&utm_campaign=broker-review&utm_term=FXS-92,,Pendiente,
componentes/greyboxes,greyboxes,brokerReviews.subtitle,"Find independent, trusted reviews and choose your perfect broker.",Encuentra reseñas independientes y fiables y elige tu bróker perfecto.,,Pendiente,
componentes/greyboxes,greyboxes,brokerReviews.title,Broker Reviews,Reseñas de Brokers,,Pendiente,
componentes/greyboxes,greyboxes,premiumCampaign.countdownAlt,countdown,contador,,Pendiente,
componentes/greyboxes,greyboxes,premiumCampaign.monthlySubtitle,Only ${price} on Premium,Premium por solo ${price},,Pendiente,
componentes/greyboxes,greyboxes,premiumCampaign.monthlyTitle,Just for Today!,¡Sólo por hoy!,,Pendiente,
componentes/greyboxes,greyboxes,premiumCampaign.yearlySubtitle,Get {savedPercent}% off on Premium,Ahorra {savedPercent}% en Premium,,Pendiente,
componentes/greyboxes,greyboxes,premiumCampaign.yearlyTitle,Limited Time Offer!,¡Oferta por tiempo limitado!,,Pendiente,
componentes/header,header,appDownload.ariaLabelAndroid,Download FXStreet app on Google Play,Descargar la app de FXStreet en Google Play,,Pendiente,
componentes/header,header,appDownload.ariaLabelIOS,Download FXStreet app on App Store,Descargar la app de FXStreet en App Store,,Pendiente,
componentes/header,header,downloadApp,Get the FXS App,Obtén la App de FXS,,Pendiente,
componentes/header,header,homeTitle,FXStreet - The Forex Market,Forex Street. El mercado de divisas,,Pendiente,
componentes/header,header,login,Login,Iniciar sesión,,Pendiente,
componentes/header,header,logoAriaLabel,Go to FXStreet homepage,Ir a la página principal de FXStreet,,Pendiente,
componentes/header,header,mobileAppDownloadAriaLabel,Download FXStreet mobile app,Descargar la app móvil de FXStreet,,Pendiente,
componentes/header,header,mobileMenu.banner.description,Experience FXStreet at ultra speed,Experimenta FXStreet a ultra velocidad,,Pendiente,
componentes/header,header,mobileMenu.banner.title,Download our app,Descarga la app,,Pendiente,
componentes/header,header,mobileMenu.login,Log In,Iniciar sesión,,Pendiente,
componentes/header,header,mobileMenu.searchArticles,Search articles,Buscar artículos,,Pendiente,
componentes/header,header,mobileMenu.sponsoredBy,Sponsored by,Patrocinado por,,Pendiente,
componentes/header,header,mobileMenu.toggleMenu,Toggle menu,Abrir menú,,Pendiente,
componentes/header,header,mobileMenu.upgrade,Upgrade,Mejorar,,Pendiente,
componentes/header,header,mobileSubmenu.back,Back,Volver,,Pendiente,
componentes/header,header,navigationHeader.new,NEW,NUEVO,,Pendiente,
componentes/header,header,navigationHeader.tradingStudio,Trading Studio,Trading Studio,,Pendiente,
componentes/header,header,navigationMenu.mainMenuLabels.analysis,Analysis,Análisis,,Pendiente,
componentes/header,header,navigationMenu.mainMenuLabels.brokers,Brokers,Brókers,,Pendiente,
componentes/header,header,navigationMenu.mainMenuLabels.cryptos,Cryptos,Criptos,,Pendiente,
componentes/header,header,navigationMenu.mainMenuLabels.economic-calendar,Economic Calendar,Calendario económico,,Pendiente,
componentes/header,header,navigationMenu.mainMenuLabels.education,Education,Educación,,Pendiente,
componentes/header,header,navigationMenu.mainMenuLabels.news,News,Noticias,,Pendiente,
componentes/header,header,navigationMenu.mainMenuLabels.propinder,Propinder,Propinder,,Pendiente,
componentes/header,header,navigationMenu.mainMenuLabels.rates-charts,Rates & Charts,Gráficos,,Pendiente,
componentes/header,header,navigationMenu.mainMenuLabels.trade-now,Trade Now,Trade Now,,Pendiente,
componentes/header,header,navigationMenus.analysis.assetsTitle,Trends,Tendencias,,Pendiente,
componentes/header,header,navigationMenus.analysis.commodities.href,/commodities,/commodities,,Pendiente,
componentes/header,header,navigationMenus.analysis.commodities.label,Commodities,Materias Primas,,Pendiente,
componentes/header,header,navigationMenus.analysis.dollarIndex.href,/currencies/us-dollar-index,/currencies/us-dollar-index,,Pendiente,
componentes/header,header,navigationMenus.analysis.dollarIndex.label,Dollar Index,Dollar Index,,Pendiente,
componentes/header,header,navigationMenus.analysis.elliottWaves.href,/technical-analysis/elliott-wave,/technical-analysis/elliott-wave,,Pendiente,
componentes/header,header,navigationMenus.analysis.elliottWaves.label,Elliott Waves,Ondas Elliott,,Pendiente,
componentes/header,header,navigationMenus.analysis.eurusd.href,/currencies/eurusd,/currencies/eurusd,,Pendiente,
componentes/header,header,navigationMenus.analysis.eurusd.label,EUR/USD,EUR/USD,,Pendiente,
componentes/header,header,navigationMenus.analysis.gbpusd.href,/currencies/gbpusd,/currencies/gbpusd,,Pendiente,
componentes/header,header,navigationMenus.analysis.gbpusd.label,GBP/USD,GBP/USD,,Pendiente,
componentes/header,header,navigationMenus.analysis.gold.href,/commodities/gold,/commodities/gold,,Pendiente,
componentes/header,header,navigationMenus.analysis.gold.label,Gold,Oro,,Pendiente,
componentes/header,header,navigationMenus.analysis.latestAnalysis.href,/analysis/latest,/analysis/latest,,Pendiente,
componentes/header,header,navigationMenus.analysis.latestAnalysis.label,Latest Analysis,Últimos Análisis,,Pendiente,
componentes/header,header,navigationMenus.analysis.oil.href,/commodities/oil,/commodities/oil,,Pendiente,
componentes/header,header,navigationMenus.analysis.oil.label,Oil,Petróleo,,Pendiente,
componentes/header,header,navigationMenus.analysis.stocks.href,/equities,/equities,,Pendiente,
componentes/header,header,navigationMenus.analysis.stocks.label,Stocks,Acciones,,Pendiente,
componentes/header,header,navigationMenus.analysis.supportsResistances.href,/technical-analysis/support-resistance,/technical-analysis/support-resistance,,Pendiente,
componentes/header,header,navigationMenus.analysis.supportsResistances.label,Supports & Resistances,Soportes y Resistencias,,Pendiente,
componentes/header,header,navigationMenus.analysis.usdcad.href,/currencies/usdcad,/currencies/usdcad,,Pendiente,
componentes/header,header,navigationMenus.analysis.usdcad.label,USD/CAD,USD/CAD,,Pendiente,
componentes/header,header,navigationMenus.analysis.usdjpy.href,/currencies/usdjpy,/currencies/usdjpy,,Pendiente,
componentes/header,header,navigationMenus.analysis.usdjpy.label,USD/JPY,USD/JPY,,Pendiente,
componentes/header,header,navigationMenus.brokers.brokerReviews.href,/brokers/reviews,/brokers/reviews,,Pendiente,
componentes/header,header,navigationMenus.brokers.brokerReviews.label,Broker Reviews,Reseñas de Brókers,,Pendiente,
componentes/header,header,navigationMenus.brokers.forexBrokers.href,/brokers,/brokers,,Pendiente,
componentes/header,header,navigationMenus.brokers.forexBrokers.label,Forex Brokers,Brókers,,Pendiente,
componentes/header,header,navigationMenus.brokers.title,Brokers,Brókers,,Pendiente,
componentes/header,header,navigationMenus.brokers.topBrokers,Top Brokers,Mejores Brokers,,Pendiente,
componentes/header,header,navigationMenus.cryptos.assetsTitle,Trends,Tendencias,,Pendiente,
componentes/header,header,navigationMenus.cryptos.bitcoin.href,/cryptocurrencies/bitcoin,/cryptocurrencies/bitcoin,,Pendiente,
componentes/header,header,navigationMenus.cryptos.bitcoin.label,Bitcoin,Bitcoin,,Pendiente,
componentes/header,header,navigationMenus.cryptos.chartsQuotes.href,/cryptocurrencies/rates-charts,/cryptocurrencies/rates-charts,,Pendiente,
componentes/header,header,navigationMenus.cryptos.chartsQuotes.label,Charts & Quotes,Gráficos y Cotizaciones,,Pendiente,
componentes/header,header,navigationMenus.cryptos.ethereum.href,/cryptocurrencies/ethereum,/cryptocurrencies/ethereum,,Pendiente,
componentes/header,header,navigationMenus.cryptos.ethereum.label,Ethereum,Ethereum,,Pendiente,
componentes/header,header,navigationMenus.cryptos.latestNews.href,/cryptocurrencies/news,/cryptocurrencies/news,,Pendiente,
componentes/header,header,navigationMenus.cryptos.latestNews.label,Latest News,Últimas Noticias,,Pendiente,
componentes/header,header,navigationMenus.cryptos.ripple.href,/cryptocurrencies/ripple---análisis-técnico---fxstreet,/cryptocurrencies/ripple---análisis-técnico---fxstreet,,Pendiente,
componentes/header,header,navigationMenus.cryptos.ripple.label,Ripple,Ripple,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.bce.href,/macroeconomics/central-banks/ecb,/macroeconomics/central-banks/ecb,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.bce.label,ECB,BCE,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.boc.href,/macroeconomics/central-banks/boc,/macroeconomics/central-banks/boc,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.boc.label,BoC,BoC,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.boe.href,/macroeconomics/central-banks/boe,/macroeconomics/central-banks/boe,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.boe.label,BoE,BoE,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.boj.href,/macroeconomics/central-banks/boj,/macroeconomics/central-banks/boj,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.boj.label,BoJ,BoJ,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.economicCalendar.href,/economic-calendar,/calendario-economico,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.economicCalendar.label,Economic Calendar,Calendario Económico,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.eventsTitle,Reports,Informes,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.fed.href,/macroeconomics/central-banks/fed,/macroeconomics/central-banks/fed,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.fed.label,Fed,Fed,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.marketHours.href,/economic-calendar/forex-market-hours,/calendario-economico/forex-market-hours,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.marketHours.label,Market Hours,Horarios Mercado,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.nfp.href,/macroeconomics/economic-indicator/nfp,/macroeconomics/economic-indicator/nfp,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.nfp.label,Non-Farm Payrolls,Nóminas No Agrícolas,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.rba.href,/macroeconomics/central-banks/rba,/macroeconomics/central-banks/rba,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.rba.label,RBA,RBA,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.rbnz.href,/macroeconomics/central-banks/rbnz,/macroeconomics/central-banks/rbnz,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.rbnz.label,RBNZ,RBNZ,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.snb.href,/macroeconomics/central-banks/snb,/macroeconomics/central-banks/snb,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.snb.label,SNB,SNB,,Pendiente,
componentes/header,header,navigationMenus.economicCalendar.title,Economic Calendar,Calendario Económico,,Pendiente,
componentes/header,header,navigationMenus.education.courses.href,/education/curso-forex,/education/curso-forex,,Pendiente,
componentes/header,header,navigationMenus.education.courses.label,Forex Course,Curso de Forex,,Pendiente,
componentes/header,header,navigationMenus.education.forexCourse.href,/education/curso-forex,/education/curso-forex,,Pendiente,
componentes/header,header,navigationMenus.education.forexCourse.label,Forex Course,Curso de Forex,,Pendiente,
componentes/header,header,navigationMenus.education.latestArticles.href,/education/latest,/education/latest,,Pendiente,
componentes/header,header,navigationMenus.education.latestArticles.label,Latest Articles,Últimos artículos,,Pendiente,
componentes/header,header,navigationMenus.news.assetsTitle,Trends,Tendencias,,Pendiente,
