Carpeta,Bloque,Clave,Inglés (original),Español (borrador IA),Español (revisado),Estado,Comentarios
componentes/brokers,brokers,editorial.sections[4].blocks[0].text,"At FXStreet, we simplify this process by providing detailed broker reviews to help you make an informed choice. Visit our <a href=""/brokers/reviews"" class=""text-main-primary font-bold hover:underline"">Broker Reviews</a> page for comprehensive insights into top forex brokers.","En FXStreet simplificamos este proceso ofreciendo reseñas detalladas de brókers para ayudarte a tomar una decisión informada. Visita nuestra página de <a href=""/brokers/reviews"" class=""text-main-primary font-bold hover:underline"">Reseñas de Brókers</a> para obtener información completa sobre los principales brókers de forex.",,Pendiente,
componentes/brokers,brokers,editorial.sections[4].blocks[0].type,tip,tip,,Pendiente,
componentes/brokers,brokers,editorial.sections[5].blocks[0].text,FXStreet's broker listing is designed to encourage traders to have access to <strong>trustworthy and regulated brokers</strong>.,El listado de brókers de FXStreet está diseñado para que los traders tengan acceso a <strong>brókers fiables y regulados</strong>.,,Pendiente,
componentes/brokers,brokers,editorial.sections[5].blocks[0].type,paragraph,paragraph,,Pendiente,
componentes/brokers,brokers,editorial.sections[5].blocks[1].text,"We include brokers regulated in Tier-1 and Tier-2 jurisdictions with the strictest oversight standards globally, ensuring that traders are well-protected under robust regulatory frameworks.","Incluimos brókers regulados en jurisdicciones Tier-1 y Tier-2 con los estándares de supervisión más estrictos a nivel global, garantizando que los traders estén bien protegidos bajo marcos regulatorios sólidos.",,Pendiente,
componentes/brokers,brokers,editorial.sections[5].blocks[1].type,paragraph,paragraph,,Pendiente,
componentes/brokers,brokers,editorial.sections[5].title,How FXStreet lists forex brokers,Cómo FXStreet lista los brókers de forex,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].items[0].countryCode,au,au,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].items[0].label,ASIC - Australia,ASIC - Australia,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].items[1].countryCode,ca,ca,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].items[1].label,CIRO - Canada,CIRO - Canadá,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].items[2].countryCode,us,us,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].items[2].label,CFTC - United States,CFTC - Estados Unidos,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].items[3].countryCode,uk,uk,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].items[3].label,FCA - United Kingdom,FCA - Reino Unido,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].items[4].countryCode,nz,nz,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].items[4].label,FMA - New Zealand,FMA - Nueva Zelanda,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].items[5].countryCode,jp,jp,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].items[5].label,JFSA - Japan,JFSA - Japón,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].items[6].countryCode,sg,sg,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].items[6].label,MAS - Singapore,MAS - Singapur,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].items[7].countryCode,eu,eu,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].items[7].label,EU regulators via MiFID,Reguladores UE vía MiFID,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].items[8].countryCode,hk,hk,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].items[8].label,SFC - Hong Kong,SFC - Hong Kong,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].items[9].countryCode,ch,ch,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].items[9].label,FINMA - Switzerland,FINMA - Suiza,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].title,Tier-1 Regulators,Reguladores Tier-1,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[0].type,countries,countries,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[0].countryCode,tr,tr,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[0].label,Capital Markets Board - Turkey,Capital Markets Board - Turquía,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[10].countryCode,sa,sa,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[10].label,SAMA - Saudi Arabia,SAMA - Arabia Saudí,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[11].countryCode,ae,ae,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[11].label,CMA - UAE,CMA - EAU,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[12].countryCode,in,in,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[12].label,SEBI - India,SEBI - India,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[13].countryCode,br,br,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[13].label,SEC - Brazil,SEC - Brasil,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[14].countryCode,ph,ph,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[14].label,SEC - Philippines,SEC - Filipinas,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[15].countryCode,th,th,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[15].label,SEC - Thailand,SEC - Tailandia,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[1].countryCode,ke,ke,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[1].label,CMA - Kenya,CMA - Kenia,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[2].countryCode,cn,cn,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[2].label,CBRC - China,CBRC - China,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[3].countryCode,mx,mx,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[3].label,CNBV - Mexico,CNBV - México,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[4].countryCode,ae,ae,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[4].label,DFSA - UAE,DFSA - EAU,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[5].countryCode,za,za,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[5].label,FSCA - South Africa,FSCA - Sudáfrica,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[6].countryCode,id,id,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[6].label,FSA - Indonesia,FSA - Indonesia,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[7].countryCode,ae,ae,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[7].label,FSRA - UAE,FSRA - EAU,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[8].countryCode,il,il,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[8].label,ISA - Israel,ISA - Israel,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[9].countryCode,jo,jo,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].items[9].label,Jordan Securities Commission,Jordan Securities Commission,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].title,Tier-2 Regulators,Reguladores Tier-2,,Pendiente,
componentes/brokers,brokers,editorial.sections[6].blocks[1].type,countries,countries,,Pendiente,
componentes/brokers,brokers,editorial.sections[7].blocks[0].text,"We only accept brokers regulated in Tier-1 and Tier-2 jurisdictions to ensure a high standard of trader protection. Inclusion in the listing also depends on commercial agreements. This means the list may not feature all brokers that meet our regulatory criteria, nor are all brokers listed.","Solo aceptamos brókers regulados en jurisdicciones Tier-1 y Tier-2 para garantizar un alto estándar de protección al trader. La inclusión en el listado también depende de acuerdos comerciales. Esto significa que la lista puede no incluir todos los brókers que cumplen nuestros criterios regulatorios, ni figuran todos los brókers.",,Pendiente,
componentes/brokers,brokers,editorial.sections[7].blocks[0].type,tip,tip,,Pendiente,
componentes/brokers,brokers,listing.broker,Broker,Bróker,,Pendiente,
componentes/brokers,brokers,listing.brokerAccount,Broker account,Cuenta del bróker,,Pendiente,
componentes/brokers,brokers,listing.minDeposit,M.Deposit,Dep. mín.,,Pendiente,
componentes/brokers,brokers,listing.minDepositTitle,Min. deposit,Depósito mín.,,Pendiente,
componentes/brokers,brokers,listing.openAccount,Open account,Abrir cuenta,,Pendiente,
componentes/brokers,brokers,listing.paymentMethods,Payment methods,Métodos de pago,,Pendiente,
componentes/brokers,brokers,listing.readReview,Read review,Leer reseña,,Pendiente,
componentes/brokers,brokers,listing.regulators,Regulators,Reguladores,,Pendiente,
componentes/brokers,brokers,listing.toggleDetails,Toggle broker details,Mostrar u ocultar detalles del bróker,,Pendiente,
componentes/brokers,brokers,listing.viewProfile,View profile,Ver perfil,,Pendiente,
componentes/brokers,brokers,noBrokersAvailable.backToHome,Back to Homepage,Volver al inicio,,Pendiente,
componentes/brokers,brokers,noBrokersAvailable.description,"It looks like we don’t have any brokers available for your country right now, but we hope to bring them to you in the future.","Parece que no tenemos brókers disponibles para tu país en este momento, pero esperamos poder ofrecértelos en el futuro.",,Pendiente,
componentes/brokers,brokers,noBrokersAvailable.title,Ops! No brokers available here yet,¡Ups! Aún no hay brókers disponibles aquí,,Pendiente,
componentes/brokers,brokers,pageSubtitle,"A shortlist of regulated brokers available in your country. We only include those licensed by recognised financial authorities, so you can choose with confidence.","Una lista corta de brókers regulados disponibles en tu país. Solo incluimos aquellos con autorizaciones de autoridades financieras reconocidas, para que puedas elegir con confianza.",,Pendiente,
componentes/brokers,brokers,pageTitle,Forex Brokers,Brókers de Forex,,Pendiente,
componentes/brokers,brokers,seo.description,Searching for an online Forex broker? Find the best one for you in our comparative table of the most reputable Forex brokers.,¿Buscas un bróker de Forex online? Encuentra el más adecuado para ti en nuestra tabla comparativa de los brókers de Forex más reputados.,,Pendiente,
componentes/brokers,brokers,seo.keywords,"forex, brokers, comparison","forex, brókers, comparación",,Pendiente,
componentes/brokers,brokers,seo.path,/brokers,/brokers,,Pendiente,
componentes/brokers,brokers,seo.title,Forex Brokers - FXStreet,Brókers Forex - FXStreet,,Pendiente,
