Carpeta,Bloque,Clave,Inglés (original),Español (borrador IA),Español (revisado),Estado,Comentarios
editorial,EthicalCode,Sections[1].content,"Do not publish or make statements that you know or have reason to believe are inaccurate or misleading. Avoid leading others to believe that your technically-derived views of future security price behavior reflect foreknowledge rather than estimates and projections subject to reexamination and, as events may dictate, to change.","No publiques ni hagas declaraciones que sepas o tengas razones para creer que son inexactas o engañosas. Evita llevar a otros a creer que tus opiniones técnicas sobre el comportamiento futuro del precio de un valor reflejan conocimiento previo en lugar de estimaciones y proyecciones sujetas a reexamen y, según dicten los eventos, a cambios.",,Pendiente,
editorial,EthicalCode,Sections[1].title,Tell the truth,Di la verdad,,Pendiente,
editorial,EthicalCode,Sections[2].content,"Do not publish or make statements concerning the technical position of a security, a market or any of its components or aspects unless such statements are reasonable and consistent in light of the available evidence and of the accumulated knowledge in the field of financial technical analysis.","No publiques ni hagas declaraciones sobre la posición técnica de un valor, un mercado o cualquiera de sus componentes o aspectos a menos que tales declaraciones sean razonables y consistentes a la luz de la evidencia disponible y del conocimiento acumulado en el campo del análisis técnico financiero.",,Pendiente,
editorial,EthicalCode,Sections[2].title,Don’t just make stuff up,No inventes cosas,,Pendiente,
editorial,EthicalCode,Sections[3].content,Do not publish or make statements that indefensibly disparage and discredit the analytical work of others.,No publiques ni hagas declaraciones que denigren y desacrediten injustificadamente el trabajo analítico de otros.,,Pendiente,
editorial,EthicalCode,Sections[3].title,Be nice,Sé amable,,Pendiente,
editorial,EthicalCode,Sections[4].content,"Do not seek, disseminate or act on the basis of material, non-public (inside) information, if to do so would violate the laws and regulations of any government, governmental agency or regulatory organization relating to the use of inside information.","No busques, difundas ni actúes sobre la base de información material no pública (privilegiada), si hacerlo violaría las leyes y regulaciones de cualquier gobierno, agencia gubernamental u organización reguladora relacionadas con el uso de información privilegiada.",,Pendiente,
editorial,EthicalCode,Sections[4].title,Follow the law,Sigue la ley,,Pendiente,
editorial,EthicalCode,Sections[5].content,"Keep in confidence knowledge concerning the lawful private affairs of both past and present clients, employers, and employer’s clients.","Mantén en confidencia el conocimiento sobre los asuntos privados legales de clientes pasados y presentes, empleadores y clientes del empleador.",,Pendiente,
editorial,EthicalCode,Sections[5].title,Respect privacy,Respeta la privacidad,,Pendiente,
editorial,EthicalCode,Sections[6].content,"When you recommend that a security ought to be bought, sold or held, adequate opportunity to act on such a recommendation shall be given to the clients, employer, and the employer’s clients before acting on behalf of either the affiliate’s own account or the accounts of immediate family members.","Cuando recomiendes que un valor debe comprarse, venderse o mantenerse, se debe dar una oportunidad adecuada para actuar sobre dicha recomendación a los clientes, empleador y clientes del empleador antes de actuar en nombre de la cuenta propia del afiliado o las cuentas de miembros familiares inmediatos.",,Pendiente,
editorial,EthicalCode,Sections[6].title,Put the client first,Pon al cliente primero,,Pendiente,
editorial,EthicalCode,Sections[7].content,"Do not copy or deliberately use substantially the same language or analysis contained in reports, studies or writings prepared by any author unless permission to do so is received, in advance, from the author.","No copies ni uses deliberadamente sustancialmente el mismo lenguaje o análisis contenido en informes, estudios o escritos preparados por cualquier autor a menos que se reciba permiso para hacerlo, por adelantado, del autor.",,Pendiente,
editorial,EthicalCode,Sections[7].title,Don’t plagiarize,No plagies,,Pendiente,
editorial,EthicalCode,intro,Our Ethical Code is based on the <link>CMT (Chartered Market Technician) Code of Ethics</link>. Below you’ll see its main points.,"Nuestro Código Ético se basa en el <link>Código de Ética CMT (Chartered Market Technician)</link>. A continuación, verás sus puntos principales.",,Pendiente,
editorial,EthicalCode,introLink,https://cmtassociation.org/association/code-of-ethics/,https://cmtassociation.org/association/code-of-ethics/,,Pendiente,
editorial,EthicalCode,title,Ethical Code,Código Ético,,Pendiente,
editorial,TransparencyTranslations,AboutOurTranslations.additionalContent,"Additionally, to provide the best possible user experience, all translated articles include a tag that clearly indicates whether the translation has been validated by one of our editors.","Además, para proporcionar la mejor experiencia de usuario posible, todos nuestros artículos traducidos incluyen una etiqueta que permite a los usuarios identificar claramente si la traducción del artículo ha sido validada por uno de nuestros editores.",,Pendiente,
editorial,TransparencyTranslations,AboutOurTranslations.content,"At FXStreet, we write our articles originally in English. To translate this content, we use an automated translation system that is self-trained and constantly updated, supported by a large glossary of market- and economy-related terms. This allows our translated content to achieve a quality level comparable to human translations.","En FXStreet, escribimos artículos originalmente en inglés. Para traducir nuestro contenido escrito originalmente en este idioma, utilizamos un sistema de traducción automática que se entrena automáticamente y se actualiza constantemente, alimentado por un amplio glosario de términos relacionados con el mercado y la economía. Esto hace que nuestro contenido traducido sea equivalente a las traducciones humanas en términos de calidad.",,Pendiente,
editorial,TransparencyTranslations,AboutOurTranslations.title,About Translations,Acerca de nuestras traducciones,,Pendiente,
editorial,TransparencyTranslations,AutoTranslation.content,"Articles with the “Automatic translation” tag have not been reviewed or edited by our editors. These automatically translated articles may contain occasional context errors. Nevertheless, our automatic translation system has been tested and validated on a wide sample of our content before deployment, delivering results that are very close in quality to human translations.","Los artículos que incluyen la etiqueta ""traducción automática"" no han sido revisados ni editados por nuestros editores. Los artículos traducidos automáticamente pueden contener posibles errores de contexto. Sin embargo, nuestro sistema de traducción automática ha sido probado y validado con una amplia muestra de nuestro contenido antes de ser implementado, proporcionando resultados de calidad muy similares a las traducciones humanas.",,Pendiente,
editorial,TransparencyTranslations,AutoTranslation.questions,"If you have any questions, you can reach our team at <link>contact@fxstreet.com</link>. We welcome all feedback, as it helps us improve.","Si tienes alguna pregunta, puedes consultar a nuestro equipo en <link>contact@fxstreet.com</link>. Estamos encantados de recibir cualquier comentario, ya que nos ayuda a mejorar.",,Pendiente,
editorial,TransparencyTranslations,AutoTranslation.questionsLink,mailto:contact@fxstreet.com,mailto:contact@fxstreet.com,,Pendiente,
editorial,TransparencyTranslations,AutoTranslation.title,Automatic Translation,Traducción Automática,,Pendiente,
editorial,TransparencyTranslations,AutoTranslation.transparency,"Transparency with our readers is one of FXStreet’s core values. We believe it is important for users to understand how our content is produced and presented, including the level of human involvement in translations.","La transparencia con nuestros lectores es uno de nuestros principales valores en FXStreet. Creemos que es muy importante que los usuarios sepan cómo se produce y presenta nuestro contenido, incluido el grado de participación humana en las traducciones.",,Pendiente,
editorial,TransparencyTranslations,ValidatedTranslation.content,"Every time the reader sees the “Validated translation” tag, they know they’re reading an article carefully reviewed and edited by one of our editors. This ensures the content stays completely faithful to the original, with no hidden discrepancies or small tweaks. Articles without a tag were written in the original language.","Cada vez que el lector encuentre la etiqueta ""traducción validada"", estará leyendo un artículo revisado y editado por uno de nuestros editores. Esto garantiza que el contenido se mantenga completamente fiel a la versión original y que no haya pequeñas discrepancias o ajustes entre los artículos originales y traducidos. Los artículos que no tienen ningún tipo de etiqueta han sido escritos en el idioma original.",,Pendiente,
editorial,TransparencyTranslations,ValidatedTranslation.title,Validated Translation,Traducción Validada,,Pendiente,
editorial,TransparencyTranslations,title,Transparency Translations,Transparencia en las Traducciones,,Pendiente,
