Carpeta,Bloque,Clave,Inglés (original),Español (borrador IA),Español (revisado),Estado,Comentarios
editorial,EthicalCode,Sections[1].content,"Do not publish or make statements that you know or have reason to believe are inaccurate or misleading. Avoid leading others to believe that your technically-derived views of future security price behavior reflect foreknowledge rather than estimates and projections subject to reexamination and, as events may dictate, to change.","No publiques ni hagas declaraciones que sepas o tengas razones para creer que son inexactas o engañosas. Evita llevar a otros a creer que tus opiniones técnicas sobre el comportamiento futuro del precio de un valor reflejan conocimiento previo en lugar de estimaciones y proyecciones sujetas a reexamen y, según dicten los eventos, a cambios.",,Pendiente,
editorial,EthicalCode,Sections[1].title,Tell the truth,Di la verdad,,Pendiente,
editorial,EthicalCode,Sections[2].content,"Do not publish or make statements concerning the technical position of a security, a market or any of its components or aspects unless such statements are reasonable and consistent in light of the available evidence and of the accumulated knowledge in the field of financial technical analysis.","No publiques ni hagas declaraciones sobre la posición técnica de un valor, un mercado o cualquiera de sus componentes o aspectos a menos que tales declaraciones sean razonables y consistentes a la luz de la evidencia disponible y del conocimiento acumulado en el campo del análisis técnico financiero.",,Pendiente,
editorial,EthicalCode,Sections[2].title,Don’t just make stuff up,No inventes cosas,,Pendiente,
editorial,EthicalCode,Sections[3].content,Do not publish or make statements that indefensibly disparage and discredit the analytical work of others.,No publiques ni hagas declaraciones que denigren y desacrediten injustificadamente el trabajo analítico de otros.,,Pendiente,
editorial,EthicalCode,Sections[3].title,Be nice,Sé amable,,Pendiente,
editorial,EthicalCode,Sections[4].content,"Do not seek, disseminate or act on the basis of material, non-public (inside) information, if to do so would violate the laws and regulations of any government, governmental agency or regulatory organization relating to the use of inside information.","No busques, difundas ni actúes sobre la base de información material no pública (privilegiada), si hacerlo violaría las leyes y regulaciones de cualquier gobierno, agencia gubernamental u organización reguladora relacionadas con el uso de información privilegiada.",,Pendiente,
editorial,EthicalCode,Sections[4].title,Follow the law,Sigue la ley,,Pendiente,
editorial,EthicalCode,Sections[5].content,"Keep in confidence knowledge concerning the lawful private affairs of both past and present clients, employers, and employer’s clients.","Mantén en confidencia el conocimiento sobre los asuntos privados legales de clientes pasados y presentes, empleadores y clientes del empleador.",,Pendiente,
editorial,EthicalCode,Sections[5].title,Respect privacy,Respeta la privacidad,,Pendiente,
editorial,EthicalCode,Sections[6].content,"When you recommend that a security ought to be bought, sold or held, adequate opportunity to act on such a recommendation shall be given to the clients, employer, and the employer’s clients before acting on behalf of either the affiliate’s own account or the accounts of immediate family members.","Cuando recomiendes que un valor debe comprarse, venderse o mantenerse, se debe dar una oportunidad adecuada para actuar sobre dicha recomendación a los clientes, empleador y clientes del empleador antes de actuar en nombre de la cuenta propia del afiliado o las cuentas de miembros familiares inmediatos.",,Pendiente,
editorial,EthicalCode,Sections[6].title,Put the client first,Pon al cliente primero,,Pendiente,
editorial,EthicalCode,Sections[7].content,"Do not copy or deliberately use substantially the same language or analysis contained in reports, studies or writings prepared by any author unless permission to do so is received, in advance, from the author.","No copies ni uses deliberadamente sustancialmente el mismo lenguaje o análisis contenido en informes, estudios o escritos preparados por cualquier autor a menos que se reciba permiso para hacerlo, por adelantado, del autor.",,Pendiente,
editorial,EthicalCode,Sections[7].title,Don’t plagiarize,No plagies,,Pendiente,
editorial,EthicalCode,intro,Our Ethical Code is based on the <link>CMT (Chartered Market Technician) Code of Ethics</link>. Below you’ll see its main points.,"Nuestro Código Ético se basa en el <link>Código de Ética CMT (Chartered Market Technician)</link>. A continuación, verás sus puntos principales.",,Pendiente,
editorial,EthicalCode,introLink,https://cmtassociation.org/association/code-of-ethics/,https://cmtassociation.org/association/code-of-ethics/,,Pendiente,
editorial,EthicalCode,title,Ethical Code,Código Ético,,Pendiente,
editorial,TransparencyTranslations,AboutOurTranslations.additionalContent,"Additionally, to provide the best possible user experience, all translated articles include a tag that clearly indicates whether the translation has been validated by one of our editors.","Además, para proporcionar la mejor experiencia de usuario posible, todos nuestros artículos traducidos incluyen una etiqueta que permite a los usuarios identificar claramente si la traducción del artículo ha sido validada por uno de nuestros editores.",,Pendiente,
editorial,TransparencyTranslations,AboutOurTranslations.content,"At FXStreet, we write our articles originally in English. To translate this content, we use an automated translation system that is self-trained and constantly updated, supported by a large glossary of market- and economy-related terms. This allows our translated content to achieve a quality level comparable to human translations.","En FXStreet, escribimos artículos originalmente en inglés. Para traducir nuestro contenido escrito originalmente en este idioma, utilizamos un sistema de traducción automática que se entrena automáticamente y se actualiza constantemente, alimentado por un amplio glosario de términos relacionados con el mercado y la economía. Esto hace que nuestro contenido traducido sea equivalente a las traducciones humanas en términos de calidad.",,Pendiente,
editorial,TransparencyTranslations,AboutOurTranslations.title,About Translations,Acerca de nuestras traducciones,,Pendiente,
editorial,TransparencyTranslations,AutoTranslation.content,"Articles with the “Automatic translation” tag have not been reviewed or edited by our editors. These automatically translated articles may contain occasional context errors. Nevertheless, our automatic translation system has been tested and validated on a wide sample of our content before deployment, delivering results that are very close in quality to human translations.","Los artículos que incluyen la etiqueta ""traducción automática"" no han sido revisados ni editados por nuestros editores. Los artículos traducidos automáticamente pueden contener posibles errores de contexto. Sin embargo, nuestro sistema de traducción automática ha sido probado y validado con una amplia muestra de nuestro contenido antes de ser implementado, proporcionando resultados de calidad muy similares a las traducciones humanas.",,Pendiente,
editorial,TransparencyTranslations,AutoTranslation.questions,"If you have any questions, you can reach our team at <link>contact@fxstreet.com</link>. We welcome all feedback, as it helps us improve.","Si tienes alguna pregunta, puedes consultar a nuestro equipo en <link>contact@fxstreet.com</link>. Estamos encantados de recibir cualquier comentario, ya que nos ayuda a mejorar.",,Pendiente,
editorial,TransparencyTranslations,AutoTranslation.questionsLink,mailto:contact@fxstreet.com,mailto:contact@fxstreet.com,,Pendiente,
editorial,TransparencyTranslations,AutoTranslation.title,Automatic Translation,Traducción Automática,,Pendiente,
editorial,TransparencyTranslations,AutoTranslation.transparency,"Transparency with our readers is one of FXStreet’s core values. We believe it is important for users to understand how our content is produced and presented, including the level of human involvement in translations.","La transparencia con nuestros lectores es uno de nuestros principales valores en FXStreet. Creemos que es muy importante que los usuarios sepan cómo se produce y presenta nuestro contenido, incluido el grado de participación humana en las traducciones.",,Pendiente,
editorial,TransparencyTranslations,ValidatedTranslation.content,"Every time the reader sees the “Validated translation” tag, they know they’re reading an article carefully reviewed and edited by one of our editors. This ensures the content stays completely faithful to the original, with no hidden discrepancies or small tweaks. Articles without a tag were written in the original language.","Cada vez que el lector encuentre la etiqueta ""traducción validada"", estará leyendo un artículo revisado y editado por uno de nuestros editores. Esto garantiza que el contenido se mantenga completamente fiel a la versión original y que no haya pequeñas discrepancias o ajustes entre los artículos originales y traducidos. Los artículos que no tienen ningún tipo de etiqueta han sido escritos en el idioma original.",,Pendiente,
editorial,TransparencyTranslations,ValidatedTranslation.title,Validated Translation,Traducción Validada,,Pendiente,
editorial,TransparencyTranslations,title,Transparency Translations,Transparencia en las Traducciones,,Pendiente,
componentes/about-us,about-us,collaboration.partnerContent,Partner with FXStreet to connect with the right audience and gain access to valuable opportunities in the financial markets,Asóciate con FXStreet para conectar con la audiencia adecuada y obtener acceso a valiosas oportunidades en los mercados financieros,,Pendiente,
componentes/about-us,about-us,collaboration.partnerLink,https://editorial.fxsstatic.com/pdfs/fxstreet-media-kit.pdf,https://editorial.fxsstatic.com/pdfs/fxstreet-media-kit.pdf,,Pendiente,
componentes/about-us,about-us,collaboration.partnerLinkText,Learn more in our media kit,Más información en nuestro kit de medios,,Pendiente,
componentes/about-us,about-us,collaboration.partnerTitle,Become a partner,Conviértete en socio,,Pendiente,
componentes/about-us,about-us,collaboration.title,Collaboration,Colaboración,,Pendiente,
componentes/about-us,about-us,collaboration.workContent,"FXStreet thrives on innovation, collaboration, and expertise. Join a team that challenges the status quo and shapes the future of dynamic financial markets.","FXStreet prospera en la innovación, colaboración y experiencia. Únete a un equipo que desafía el status quo y da forma al futuro de los mercados financieros dinámicos.",,Pendiente,
componentes/about-us,about-us,collaboration.workLink,/info/jobs,/info/jobs,,Pendiente,
componentes/about-us,about-us,collaboration.workLinkText,Explore career opportunities,Explora oportunidades de carrera,,Pendiente,
componentes/about-us,about-us,collaboration.workTitle,Work with us,Trabaja con nosotros,,Pendiente,
componentes/about-us,about-us,inTheNews.title,In the news,En las noticias,,Pendiente,
componentes/about-us,about-us,intro,"<strong>FXStreet is more than just a news website —</strong> it's a trusted platform offering valuable market insights, analysis, and tools for informed decision-making. As an independent company, FXStreet remains committed to providing impartial information and tools for traders worldwide. With services like real-time news, expert analysis, broker reviews, an economic calendar, and market data, <strong>FXStreet empowers traders to navigate dynamic financial markets with confidence.</strong>","<strong>FXStreet es más que un sitio web de noticias —</strong> es una plataforma confiable que ofrece información valiosa del mercado, análisis y herramientas para la toma de decisiones informadas. Como empresa independiente, FXStreet se mantiene comprometida a proporcionar información y herramientas imparciales para traders de todo el mundo. Con servicios como noticias en tiempo real, análisis experto, reseñas de brokers, un calendario económico y datos de mercado, <strong>FXStreet empodera a los traders para navegar los mercados financieros dinámicos con confianza.</strong>",,Pendiente,
componentes/about-us,about-us,leadership.ceosTitle,CEOs,CEOs,,Pendiente,
componentes/about-us,about-us,leadership.ceos[0].name,Javier Hertfelder,Javier Hertfelder,,Pendiente,
componentes/about-us,about-us,leadership.ceos[1].name,Pere Monguió,Pere Monguió,,Pendiente,
componentes/about-us,about-us,leadership.foundersTitle,Founders,Fundadores,,Pendiente,
componentes/about-us,about-us,leadership.founders[0].name,Francesc Riverola,Francesc Riverola,,Pendiente,
componentes/about-us,about-us,leadership.founders[1].name,Míriam Pinatell,Míriam Pinatell,,Pendiente,
componentes/about-us,about-us,leadership.founders[2].name,Setxi Fernández,Setxi Fernández,,Pendiente,
componentes/about-us,about-us,leadership.title,Leadership team,Equipo de liderazgo,,Pendiente,
componentes/about-us,about-us,meetUs.content,Join our +1 Million traders on social media!,¡Únete a nuestros +1 millón de traders en redes sociales!,,Pendiente,
componentes/about-us,about-us,meetUs.title,Meet us,Encuéntranos,,Pendiente,
componentes/about-us,about-us,office.address,"Barcelona, 7, Portaferrissa Street, 08002","Barcelona, Calle Portaferrissa 7, 08002",,Pendiente,
componentes/about-us,about-us,office.content1,"FXStreet's office is based in Barcelona, in a small pedestrian street that goes from the famous Ramblas to the Gothic Cathedral. The office is in a beautiful palace called ""Palau Palmerola"". This building preserves remains of the XVIII century and was rebuilt in 1857.","La oficina de FXStreet está ubicada en Barcelona, en una pequeña calle peatonal que va desde las famosas Ramblas hasta la Catedral Gótica. La oficina está en un hermoso palacio llamado ""Palau Palmerola"". Este edificio conserva restos del siglo XVIII y fue reconstruido en 1857.",,Pendiente,
componentes/about-us,about-us,office.content2,"To ensure the best coverage 24/7, FXStreet also has employees all around the world, from the USA to Argentina, passing through Egypt, Indonesia, India, the UK, Turkey, Vietnam, and more!","Para garantizar la mejor cobertura 24/7, FXStreet también tiene empleados en todo el mundo, desde EE.UU. hasta Argentina, pasando por Egipto, Indonesia, India, Reino Unido, Turquía, Vietnam, ¡y más!",,Pendiente,
componentes/about-us,about-us,office.mapLink,https://maps.app.goo.gl/bT188Texdjfr14sD7,https://maps.app.goo.gl/bT188Texdjfr14sD7,,Pendiente,
componentes/about-us,about-us,office.title,Our office,Nuestra oficina,,Pendiente,
componentes/about-us,about-us,philosophy.mission,Mission,Misión,,Pendiente,
componentes/about-us,about-us,philosophy.missionContent,We help financial traders in their journey.,Ayudamos a los traders financieros en su viaje.,,Pendiente,
componentes/about-us,about-us,philosophy.title,Philosophy,Filosofía,,Pendiente,
componentes/about-us,about-us,philosophy.valuesTitle,Values,Valores,,Pendiente,
componentes/about-us,about-us,philosophy.values[0].icon,compass,compass,,Pendiente,
componentes/about-us,about-us,philosophy.values[0].label,Independent,Independiente,,Pendiente,
componentes/about-us,about-us,philosophy.values[1].icon,heart,heart,,Pendiente,
componentes/about-us,about-us,philosophy.values[1].label,Honest,Honesto,,Pendiente,
componentes/about-us,about-us,philosophy.values[2].icon,target,target,,Pendiente,
componentes/about-us,about-us,philosophy.values[2].label,Actionable,Accionable,,Pendiente,
componentes/about-us,about-us,philosophy.values[3].icon,chart,chart,,Pendiente,
componentes/about-us,about-us,philosophy.values[3].label,Data-centric,Centrado en datos,,Pendiente,
componentes/about-us,about-us,philosophy.values[4].icon,zap,zap,,Pendiente,
componentes/about-us,about-us,philosophy.values[4].label,Agile,Ágil,,Pendiente,
componentes/about-us,about-us,philosophy.vision,Vision,Visión,,Pendiente,
componentes/about-us,about-us,philosophy.visionContent,"FXStreet strives to empower individual traders to confidently navigate the financial markets with timely, accurate and actionable market analysis. FXStreet envisions a world where every trader can access high-quality information regardless of their resources or background.","FXStreet se esfuerza por empoderar a los traders individuales para navegar con confianza los mercados financieros con análisis de mercado oportuno, preciso y accionable. FXStreet imagina un mundo donde cada trader puede acceder a información de alta calidad independientemente de sus recursos o antecedentes.",,Pendiente,
componentes/about-us,about-us,reviews.items[0].content,All analysis are very insightful and easy to understand. Helped me to understand working of various parameters which are moving prices. Glad to be part of Fxstreet family,Todos los análisis son muy perspicaces y fáciles de entender. Me ayudó a comprender el funcionamiento de varios parámetros que mueven los precios. Feliz de ser parte de la familia Fxstreet,,Pendiente,
componentes/about-us,about-us,reviews.items[0].date,"Nov 20, 2025",20 nov 2025,,Pendiente,
componentes/about-us,about-us,reviews.items[0].name,Kalpesh Surathi,Kalpesh Surathi,,Pendiente,
componentes/about-us,about-us,reviews.items[1].content,There are analysts here that really help you succeed in trading!,¡Hay analistas aquí que realmente te ayudan a tener éxito en el trading!,,Pendiente,
componentes/about-us,about-us,reviews.items[1].date,"Oct 15, 2025",15 oct 2025,,Pendiente,
componentes/about-us,about-us,reviews.items[1].name,Raffi Avedikian,Raffi Avedikian,,Pendiente,
componentes/about-us,about-us,reviews.items[2].content,"This is a very good and impartial site for up to date news information and prompts, They answer questions honestly and without bias",Este es un sitio muy bueno e imparcial para información de noticias actualizadas y avisos. Responden preguntas honestamente y sin sesgo,,Pendiente,
componentes/about-us,about-us,reviews.items[2].date,"Nov 20, 2025",20 nov 2025,,Pendiente,
componentes/about-us,about-us,reviews.items[2].name,Donald Macgillivray,Donald Macgillivray,,Pendiente,
componentes/about-us,about-us,reviews.items[3].content,"FXSTREET is still number 1. I have been with FXSTREET for over a year now and in all my journeys in trading so far, no one is more reliable, user friendly and there for you during all hours for advice. For me especially the knowledge I have gained in fundamentals from FXStreet is invaluable. Big recommend to anyone who is serious about there trading journey","FXSTREET sigue siendo el número 1. He estado con FXSTREET durante más de un año y en todos mis viajes en el trading hasta ahora, nadie es más confiable, fácil de usar y está ahí para ti durante todas las horas para asesoramiento. Para mí, especialmente el conocimiento que he adquirido en fundamentos de FXStreet es invaluable. Gran recomendación para cualquiera que sea serio acerca de su viaje de trading",,Pendiente,
componentes/about-us,about-us,reviews.items[3].date,"Nov 7, 2025",7 nov 2025,,Pendiente,
componentes/about-us,about-us,reviews.items[3].name,Jamie Robinson,Jamie Robinson,,Pendiente,
componentes/about-us,about-us,reviews.items[4].content,Great for Forex. Relevant and effective information from both a fundamental and technical point of view. It has been very useful to me in Forex.,Excelente para Forex. Información relevante y efectiva desde un punto de vista tanto fundamental como técnico. Me ha sido muy útil en Forex.,,Pendiente,
componentes/about-us,about-us,reviews.items[4].date,"Apr 5, 2025",5 abr 2025,,Pendiente,
componentes/about-us,about-us,reviews.items[4].name,Sergio J. Padrón A.,Sergio J. Padrón A.,,Pendiente,
componentes/about-us,about-us,reviews.title,User Reviews,Reseñas de usuarios,,Pendiente,
componentes/about-us,about-us,story.stats[0].label,employees around the world,empleados alrededor del mundo,,Pendiente,
componentes/about-us,about-us,story.stats[0].value,100,100,,Pendiente,
componentes/about-us,about-us,story.stats[1].label,pageviews per year,páginas vistas por año,,Pendiente,
componentes/about-us,about-us,story.stats[1].value,100M,100M,,Pendiente,
componentes/about-us,about-us,story.stats[2].label,traders from 200+ countries visit our website,traders de más de 200 países visitan nuestro sitio web,,Pendiente,
componentes/about-us,about-us,story.stats[2].value,25M,25M,,Pendiente,
componentes/about-us,about-us,story.stats[3].label,languages,idiomas,,Pendiente,
componentes/about-us,about-us,story.stats[3].value,14,14,,Pendiente,
componentes/about-us,about-us,story.stats[4].label,news posts and analysis articles every week,noticias y artículos de análisis cada semana,,Pendiente,
componentes/about-us,about-us,story.stats[4].value,"1,000+","1,000+",,Pendiente,
componentes/about-us,about-us,story.stats[5].icon,social,,,Pendiente,
componentes/about-us,about-us,story.stats[5].label,traders in Social Media channels,traders en redes sociales,,Pendiente,
componentes/about-us,about-us,story.stats[5].value,+1M,+1M,,Pendiente,
componentes/about-us,about-us,story.timeline[0].description,"Three friends from Barcelona create an international forex website in English, with information and tools for currency traders.","Tres amigos de Barcelona crean un sitio web internacional de forex en inglés, con información y herramientas para traders de divisas.",,Pendiente,
componentes/about-us,about-us,story.timeline[0].year,2000,2000,,Pendiente,
componentes/about-us,about-us,story.timeline[10].description,FXStreet launches its first Broker Review and the Cashback service.,FXStreet lanza su primera Reseña de Brokers y el servicio de Cashback.,,Pendiente,
componentes/about-us,about-us,story.timeline[10].year,2024,2024,,Pendiente,
componentes/about-us,about-us,story.timeline[11].description,Today,Hoy,,Pendiente,
componentes/about-us,about-us,story.timeline[11].year,2025,2025,,Pendiente,
componentes/about-us,about-us,story.timeline[1].description,"As the team starts to grow, they move to an office. By then, the website gets its first language versions: Spanish and Chinese.","A medida que el equipo comienza a crecer, se mudan a una oficina. Para entonces, el sitio web obtiene sus primeras versiones de idioma: español y chino.",,Pendiente,
componentes/about-us,about-us,story.timeline[1].year,2003,2003,,Pendiente,
componentes/about-us,about-us,story.timeline[2].description,New features have been added to the website: Webinars and the Economic Calendar.,Se han agregado nuevas características al sitio web: Webinars y el Calendario Económico.,,Pendiente,
componentes/about-us,about-us,story.timeline[2].year,2005,2005,,Pendiente,
componentes/about-us,about-us,story.timeline[3].description,"A 2.0 version of the website is launched, and as the team keeps growing, they move to a bigger office in the center of Barcelona.","Se lanza una versión 2.0 del sitio web, y a medida que el equipo sigue creciendo, se mudan a una oficina más grande en el centro de Barcelona.",,Pendiente,
componentes/about-us,about-us,story.timeline[3].year,2006,2006,,Pendiente,
componentes/about-us,about-us,story.timeline[4].description,"Launch of an in-house Forex-only news feed, also offered to third-party companies. It was the beginning of the company's B2B product branch.","Lanzamiento de un feed de noticias interno exclusivo de Forex, también ofrecido a empresas terceras. Fue el comienzo de la rama de productos B2B de la empresa.",,Pendiente,
componentes/about-us,about-us,story.timeline[4].year,2009,2009,,Pendiente,
componentes/about-us,about-us,story.timeline[5].description,"A new website layout and new languages are introduced, reaching 17. Also, it is when the first version of the Currencies Forecast Poll is launched. Premium Webinars are launched in the same year, offering exclusive insights and expert-led sessions.","Se introduce un nuevo diseño del sitio web y nuevos idiomas, alcanzando 17. También es cuando se lanza la primera versión de la Encuesta de Pronóstico de Divisas.",,Pendiente,
componentes/about-us,about-us,story.timeline[5].year,2010,2010,,Pendiente,
componentes/about-us,about-us,story.timeline[6].description,The company refreshes the FXStreet logo.,La empresa actualiza el logo de FXStreet.,,Pendiente,
componentes/about-us,about-us,story.timeline[6].year,2014,2014,,Pendiente,
componentes/about-us,about-us,story.timeline[7].description,"With a fresh design and enhanced user experience, FXStreet 3.0 marks a complete evolution of the website.","Con un diseño fresco y una experiencia de usuario mejorada, FXStreet 3.0 marca una evolución completa del sitio web.",,Pendiente,
componentes/about-us,about-us,story.timeline[7].year,2016,2016,,Pendiente,
componentes/about-us,about-us,story.timeline[8].description,"FXStreet launches its Crypto section and Cryptocurrency News feed in 2018, providing dedicated coverage of the digital asset market.","FXStreet lanza su sección de Cripto y el feed de Noticias de Criptomonedas en 2018, proporcionando cobertura dedicada del mercado de activos digitales.",,Pendiente,
componentes/about-us,about-us,story.timeline[8].year,2018,2018,,Pendiente,
componentes/about-us,about-us,story.timeline[9].description,"The Premium subscription launches, offering exclusive content and advanced features for traders.","Se lanza la suscripción Premium, ofreciendo contenido exclusivo y características avanzadas para traders.",,Pendiente,
componentes/about-us,about-us,story.timeline[9].year,2020,2020,,Pendiente,
componentes/about-us,about-us,story.title,Our story,Nuestra historia,,Pendiente,
componentes/about-us,about-us,story.todayLabel,Today,Hoy,,Pendiente,
componentes/about-us,about-us,tagline,Trusted market insights since 2000,Información de mercado confiable desde 2000,,Pendiente,
componentes/about-us,about-us,title,About us,Sobre nosotros,,Pendiente,
componentes/advertising-model,advertising-model,closing,Feel free to share your doubts and we will be happy to address them. You can contact us at <email>contact@fxstreet.com</email>.,No dudes en compartir tus dudas y estaremos encantados de resolverlas. Puedes contactarnos en <email>contact@fxstreet.com</email>.,,Pendiente,
componentes/advertising-model,advertising-model,contactEmail,contact@fxstreet.com,contact@fxstreet.com,,Pendiente,
componentes/advertising-model,advertising-model,intro[0],"We believe advertisements can be useful to our audience. First, by highlighting services tailored to the traders' interests, we uncover new solutions for their needs. Second, by funding FXStreet's mission, we can keep helping traders in their journey.","Creemos que la publicidad puede ser útil para nuestra audiencia. En primer lugar, al destacar servicios adaptados a los intereses de los traders, descubrimos nuevas soluciones para sus necesidades. En segundo lugar, al financiar la misión de FXStreet, podemos seguir ayudando a los traders en su camino.",,Pendiente,
componentes/advertising-model,advertising-model,intro[1],"Advertising is the best model to ensure our services remain open and free to every trader in the world, but at the same time, it can generate incentives that are not aligned with our users. For that, and because keeping traders' trust is critical for FXStreet, we are forthcoming in explaining how we collaborate with our advertisers. This transparency allows our audience to make fully informed decisions.","La publicidad es el mejor modelo para garantizar que nuestros servicios sigan abiertos y gratuitos para todos los traders del mundo, pero al mismo tiempo puede generar incentivos que no están alineados con nuestros usuarios. Por ello, y porque mantener la confianza de los traders es fundamental para FXStreet, somos transparentes al explicar cómo colaboramos con nuestros anunciantes. Esta transparencia permite a nuestra audiencia tomar decisiones plenamente informadas.",,Pendiente,
componentes/advertising-model,advertising-model,intro[2],"FXStreet offers various advertising models to partners, including display ads, sponsorships, broker listings, and custom solutions, including branded and sponsored content. These products allow brokerages and financial firms to reach FXStreet's large audience of traders.","FXStreet ofrece diversos modelos de publicidad a sus socios, incluidos anuncios display, patrocinios, listados de brókers y soluciones personalizadas, como contenido de marca y patrocinado. Estos productos permiten a brókers y firmas financieras llegar a la amplia audiencia de traders de FXStreet.",,Pendiente,
componentes/advertising-model,advertising-model,intro[3],The company clearly differentiates between independent content and branded materials.,La empresa diferencia claramente entre contenido independiente y materiales de marca.,,Pendiente,
componentes/advertising-model,advertising-model,sections[0].paragraphs[0],"Every day, FXStreet's editorial team works hard to guarantee the best market coverage and help traders make informed decisions, generating dozens of articles covering all sessions and multiple markets.","Cada día, el equipo editorial de FXStreet trabaja para garantizar la mejor cobertura del mercado y ayudar a los traders a tomar decisiones informadas, generando decenas de artículos que cubren todas las sesiones y múltiples mercados.",,Pendiente,
componentes/advertising-model,advertising-model,sections[0].paragraphs[1],"We are committed to the highest standards of editorial integrity. FXStreet's editorial content is produced independently by our team of market analysts, reporters and editors. In each article, you will find the author(s) of the content at the top. We guarantee that our in-house written news and analysis are free from any commercial interests.","Estamos comprometidos con los más altos estándares de integridad editorial. El contenido editorial de FXStreet es producido de forma independiente por nuestro equipo de analistas de mercado, reporteros y editores. En cada artículo encontrarás al autor o autores del contenido en la parte superior. Garantizamos que nuestras noticias y análisis redactados internamente están libres de cualquier interés comercial.",,Pendiente,
componentes/advertising-model,advertising-model,sections[0].title,Maintaining editorial independence,Mantener la independencia editorial,,Pendiente,
componentes/advertising-model,advertising-model,sections[1].paragraphs[0],"On the other hand, FXStreet always prominently tag branded content as BRANDED or SPONSORED to identify that these articles and pages have been paid for by an advertiser, and differentiate them from editorial content.","Por otro lado, FXStreet siempre etiqueta de forma destacada el contenido de marca como BRANDED o SPONSORED para identificar que estos artículos y páginas han sido pagados por un anunciante, y diferenciarlos del contenido editorial.",,Pendiente,
