Carpeta,Bloque,Clave,Inglés (original),Español (borrador IA),Español (revisado),Estado,Comentarios
componentes/forecast,forecast,forecast,Forecast,Pronóstico,,Pendiente,
componentes/forecast,forecast,moreFromForecast,More from Forecast,Más de Pronóstico,,Pendiente,
componentes/forecast,forecast,study.avg,Avg.,Prom.,,Pendiente,
componentes/forecast,forecast,study.avgForecast,Avg Forecast,Pronóstico medio,,Pendiente,
componentes/forecast,forecast,study.bearish,Bearish,Bajista,,Pendiente,
componentes/forecast,forecast,study.bias,Bias,Sesgo,,Pendiente,
componentes/forecast,forecast,study.bullish,Bullish,Alcista,,Pendiente,
componentes/forecast,forecast,study.periods.month,1 Month,1 Mes,,Pendiente,
componentes/forecast,forecast,study.periods.quarter,1 Quarter,1 Trimestre,,Pendiente,
componentes/forecast,forecast,study.periods.week,1 Week,1 Semana,,Pendiente,
componentes/forecast,forecast,study.seeFullStudy,See full study,Ver estudio completo,,Pendiente,
componentes/forecast,forecast,study.sideways,Sideways,Lateral,,Pendiente,
componentes/forecast,forecast,study.title,Forecast Poll,Encuesta de Pronóstico,,Pendiente,
componentes/forecast,forecast,study.updated,Updated {date} GMT,Actualizado {date} GMT,,Pendiente,
componentes/forecast,forecast,title,Forex Forecast Poll,Encuesta de Pronóstico Forex,,Pendiente,
