Carpeta,Bloque,Clave,Inglés (original),Español (borrador IA),Español (revisado),Estado,Comentarios
componentes/account,account,additionalData.ready.shortcuts.calendar.title,Economic calendar,Calendario económico,,Pendiente,
componentes/account,account,additionalData.ready.shortcuts.news.description,Live coverage and analysis from the FXStreet team,Cobertura y análisis en directo del equipo de FXStreet,,Pendiente,
componentes/account,account,additionalData.ready.shortcuts.news.title,Latest news,Últimas noticias,,Pendiente,
componentes/account,account,additionalData.ready.title,Your account is ready!,¡Tu cuenta está lista!,,Pendiente,
componentes/account,account,additionalData.skip,Skip this step,Omitir este paso,,Pendiente,
componentes/account,account,additionalData.stepLabels.step1,Tell us about you,Cuéntanos sobre ti,,Pendiente,
componentes/account,account,additionalData.stepLabels.step2,Set your Email subscriptions,Configura tus suscripciones de correo,,Pendiente,
componentes/account,account,additionalData.stepLabels.step3,Setup complete,Configuración completada,,Pendiente,
componentes/account,account,back,Back,Atrás,,Pendiente,
componentes/account,account,close,Close,Cerrar,,Pendiente,
componentes/account,account,continueWithApple,Continue with Apple,Continuar con Apple,,Pendiente,
componentes/account,account,continueWithGoogle,Continue with Google,Continuar con Google,,Pendiente,
componentes/account,account,email,Email,Correo electrónico,,Pendiente,
componentes/account,account,fields.createPasswordPlaceholder,Create your password,Crea tu contraseña,,Pendiente,
componentes/account,account,fields.email,Email,Correo electrónico,,Pendiente,
componentes/account,account,fields.emailPlaceholder,Your Email address,Tu correo electrónico,,Pendiente,
componentes/account,account,fields.hidePassword,Hide password,Ocultar contraseña,,Pendiente,
componentes/account,account,fields.password,Password,Contraseña,,Pendiente,
componentes/account,account,fields.passwordPlaceholder,Enter your password,Introduce tu contraseña,,Pendiente,
componentes/account,account,fields.passwordRequirements,Must be at least {min} characters long with letters and numbers,"Debe tener al menos {min} caracteres, con letras y números",,Pendiente,
componentes/account,account,fields.showPassword,Show password,Mostrar contraseña,,Pendiente,
componentes/account,account,forgotPassword.description,Enter your email address account and we'll send you a link to reset your password.,Introduce el correo electrónico de tu cuenta y te enviaremos un enlace para restablecer tu contraseña.,,Pendiente,
componentes/account,account,forgotPassword.errors.unexpected,Something went wrong. Please try again.,Algo ha salido mal. Inténtalo de nuevo.,,Pendiente,
componentes/account,account,forgotPassword.sentDescription,We've sent a password reset link to your account,Hemos enviado un enlace para restablecer tu contraseña a tu cuenta,,Pendiente,
componentes/account,account,forgotPassword.sentTitle,Check your email,Revisa tu correo,,Pendiente,
componentes/account,account,forgotPassword.submit,Send reset link,Enviar enlace,,Pendiente,
componentes/account,account,forgotPassword.title,Forgot password?,¿Olvidaste tu contraseña?,,Pendiente,
componentes/account,account,login.emailConfirmed,Your account has been verified. Log in to continue.,Tu cuenta ha sido verificada. Inicia sesión para continuar.,,Pendiente,
componentes/account,account,login.errors.invalidCredentials,Incorrect email or password. Please try again,Correo electrónico o contraseña incorrectos. Inténtalo de nuevo,,Pendiente,
componentes/account,account,login.errors.unexpected,Something went wrong. Please try again.,Algo ha salido mal. Inténtalo de nuevo.,,Pendiente,
componentes/account,account,login.forgotPassword,Forgot password?,¿Olvidaste tu contraseña?,,Pendiente,
componentes/account,account,login.metaDescription,Log in to your FXStreet account.,Inicia sesión en tu cuenta de FXStreet.,,Pendiente,
componentes/account,account,login.metaTitle,Log in to FXStreet,Inicia sesión en FXStreet,,Pendiente,
componentes/account,account,login.rememberMe,Remember me,Recuérdame,,Pendiente,
componentes/account,account,login.submit,Log in,Iniciar sesión,,Pendiente,
componentes/account,account,login.switchCta,Sign up,Regístrate,,Pendiente,
componentes/account,account,login.switchPrompt,Don't have a free account yet?,¿Aún no tienes una cuenta gratuita?,,Pendiente,
componentes/account,account,login.title,Log in,Iniciar sesión,,Pendiente,
componentes/account,account,or,or,o,,Pendiente,
componentes/account,account,resetPassword.confirmPassword,Confirm your new password,Confirma tu nueva contraseña,,Pendiente,
componentes/account,account,resetPassword.description,Set your password to manage your account,Establece tu contraseña para gestionar tu cuenta,,Pendiente,
componentes/account,account,resetPassword.errors.linkInvalid,This password reset link is no longer valid. Request a new one and try again.,Este enlace para restablecer la contraseña ya no es válido. Solicita uno nuevo e inténtalo de nuevo.,,Pendiente,
componentes/account,account,resetPassword.errors.mismatch,Confirmation doesn't match your password,La confirmación no coincide con tu contraseña,,Pendiente,
componentes/account,account,resetPassword.invalidLinkTitle,This link is no longer valid,Este enlace ya no es válido,,Pendiente,
componentes/account,account,resetPassword.metaDescription,Set a new password for your FXStreet account.,Establece una nueva contraseña para tu cuenta de FXStreet.,,Pendiente,
componentes/account,account,resetPassword.metaTitle,Reset your FXStreet password,Restablece tu contraseña de FXStreet,,Pendiente,
componentes/account,account,resetPassword.newPassword,Type your new password,Escribe tu nueva contraseña,,Pendiente,
componentes/account,account,resetPassword.savedDescription,Your password has been changed. Log in to continue.,Tu contraseña ha cambiado. Inicia sesión para continuar.,,Pendiente,
componentes/account,account,resetPassword.savedTitle,Password updated,Contraseña actualizada,,Pendiente,
componentes/account,account,resetPassword.submit,Save password,Guardar contraseña,,Pendiente,
componentes/account,account,resetPassword.title,Reset Password,Restablecer contraseña,,Pendiente,
componentes/account,account,signup.errors.emailExists,"Your account already exists. For security reasons, we have sent instructions to your email address.","Tu cuenta ya existe. Por motivos de seguridad, hemos enviado instrucciones a tu correo electrónico.",,Pendiente,
componentes/account,account,signup.errors.unexpected,Something went wrong. Please try again.,Algo ha salido mal. Inténtalo de nuevo.,,Pendiente,
componentes/account,account,signup.metaDescription,Create your free FXStreet account.,Crea tu cuenta gratuita de FXStreet.,,Pendiente,
componentes/account,account,signup.metaTitle,Sign up for FXStreet,Regístrate en FXStreet,,Pendiente,
componentes/account,account,signup.passwordStrong,Strong password! Don't ever share it.,¡Contraseña segura! No la compartas nunca.,,Pendiente,
componentes/account,account,signup.submit,Sign up,Regístrate,,Pendiente,
componentes/account,account,signup.switchCta,Log in,Iniciar sesión,,Pendiente,
componentes/account,account,signup.switchPrompt,Already have an account?,¿Ya tienes una cuenta?,,Pendiente,
componentes/account,account,signup.terms,"By signing up, you accept <terms>FXStreet's Terms of Service and Privacy Policy</terms>","Al registrarte, aceptas <terms>las Condiciones del servicio y la Política de privacidad de FXStreet</terms>",,Pendiente,
componentes/account,account,signup.title,Sign up,Regístrate,,Pendiente,
componentes/account,account,signupSent.availableAgain,Available again in {countdown},Disponible de nuevo en {countdown},,Pendiente,
componentes/account,account,signupSent.instructions,Please click the link we just sent to verify your email and continue the registration process. It may take up to five minutes to arrive - check spam or junk if you do not see it.,Haz clic en el enlace que acabamos de enviarte para verificar tu correo electrónico y continuar con el registro. Puede tardar hasta cinco minutos en llegar; revisa la carpeta de spam si no lo ves.,,Pendiente,
componentes/account,account,signupSent.resend,Resend activation link,Reenviar enlace de activación,,Pendiente,
componentes/account,account,signupSent.sentTo,A verification link has been sent to:,Hemos enviado un enlace de verificación a:,,Pendiente,
componentes/account,account,signupSent.title,Thank you for signing up!,¡Gracias por registrarte!,,Pendiente,
componentes/account,account,social.errors.unexpected,We couldn't sign you in. Please try again.,No hemos podido iniciar tu sesión. Inténtalo de nuevo.,,Pendiente,
